,Years up,Div yield,Sector,avg daily vol,Total Revenue Incr,Gross Margin,Gross Profit Incr,Trading years,Market cap,EPS,P/E,Mean change
LMT,0,2.92,Industrials,476250558.5449219,1.1136579357523622,12.9638033579323,-0.5073980518967496,47.0,104305205248.0,27.54,15.67356572258533,14.008477227004187
LNC,1,6.460000000000001,Financial Services,58647157.38154093,4.083167551153643,,,44.0,4725086720.0,-13.8,-2.0181159420289854,-6.252058221946354
LNG,0,1.05,Energy,237937316.78771973,90.11974458684242,14.707150335016719,-792.4437023078788,30.0,39390699520.0,50.44,3.2777557494052343,26.423904497875544
LNT,0,3.9899999999999998,Utilities,86183093.4755961,11.007604219924772,41.95977915030661,8.094852988980982,51.0,12284317696.0,2.73,17.633699633699635,5.141793889428536
LNTH,0,,Healthcare,83300453.67340088,72.59264982018765,49.07836488654235,122.59211795623473,9.0,3497743360.0,1.5,34.04666666666667,41.808602685079066
LNW,2,,Consumer Cyclical,39353831.130981445,21.69800437239796,68.81047802534012,28.338911964677393,40.0,7507252224.0,1.14,73.13157894736842,38.71698640554967
LODE,0,,Real Estate,210455.00409603116,124.05614004213214,80.90522577791114,112.03912952049481,14.0,53709760.0,-0.25,-1.864,29.245680628776064
LOGI,0,1.3300001000000001,Technology,44481349.38659668,21.220612715043586,40.33981685304988,26.991758489701116,27.0,13508075520.0,3.07,28.38762214983714,33.9794585689762
LOW,0,2.09,Consumer Cyclical,546246514.309082,10.816999969653589,32.83621004088737,12.640069920336327,44.0,121090048000.0,13.03,16.15886415963162,22.70209299316209
LPG,0,9.42,Energy,46874011.58243815,7.893093562072513,50.307230325206646,19.738862809999937,10.0,1724617600.0,6.35,6.688188976377953,65.84115584846325
LPL,1,,Technology,5676763.483772278,5.339070439948335,10.971954340381194,11.251936520390643,20.0,3931657728.0,-4.89,-1.0511247443762781,-5.538819204218802
LPLA,8,0.5,Financial Services,121831965.69163004,21.445629842611968,25.062457467412333,26.475945661947776,14.0,18305478656.0,14.74,16.422659430122117,31.58836829456815
LPRO,0,,Financial Services,3646264.618040721,40.66161811820019,90.42002587831506,39.9129089441521,6.0,901747648.0,0.19,39.631578947368425,32.038837823712655
LPSN,0,,Technology,5643459.388542175,18.857593191319566,67.24362156023025,12.836715853323666,24.0,245760288.0,-1.42,-2.1408450704225355,-2.4928538702080543
LPX,0,1.47,Industrials,36800665.95392863,19.43256631687345,40.03558470817447,51.362342905458,44.0,4716301824.0,1.82,35.934065934065934,32.95967038871663
LQDA,4,,Healthcare,15346391.666666668,830.8721544582152,75.46638715497191,945.758205076965,6.0,914293888.0,-0.88,-13.704545454545455,14.684944450750555
LQR,0,,Consumer Defensive,3351822.8103892007,90.65850069142256,-74.23442587214944,-44.21918791677597,1.0,7131701.0,-35.25,-0.060141843971631206,
LRCX,2,0.9400000000000001,Technology,822600956.3110352,21.520698714813467,45.68158777878101,20.70955174496936,40.0,111780700160.0,25.97,32.65922217943781,54.66463718512773
LRN,2,,Consumer Defensive,44305768.37554932,22.115254069314272,34.695157142409485,24.63575750006668,17.0,2637957888.0,3.97,15.319899244332493,25.411973214209446
LSCC,2,,Technology,136310505.0288391,27.205800415764458,63.66112381327222,35.83108754315475,35.0,9501846528.0,1.52,45.28947368421053,74.93845310089705
LSDI,0,,Healthcare,90979.26099548736,,,,1.0,3691605.0,-0.54,-0.38740740740740737,
LSPD,0,,Technology,17296087.343902588,88.10956430854148,54.165798068268586,66.56198000355012,4.0,2746097152.0,-6.5,-2.7523076923076926,-20.136624920788616
LSXMA,1,,Communication Services,51172448.30490112,14.228800935372721,48.51789865244211,15.946567238910902,8.0,10172256256.0,2.6,11.973076923076922,-1.9247124546125662
LSXMK,1,,Communication Services,64160383.24826558,14.228800935372721,48.51789865244211,15.946567238910902,8.0,10172255232.0,2.6,11.976923076923077,-2.1063208574831562
LTH,0,,Consumer Cyclical,7951335.211372376,38.62801092622459,35.9170122729235,61.76905775011997,3.0,2706515968.0,0.33,41.75757575757575,-2.209280323116401
LU,0,14.469999999999999,Financial Services,9178533.908011118,6.553027318138671,,,4.0,2684721152.0,0.23,10.695652173913043,-62.110666017890594
LULU,0,,Consumer Cyclical,576683460.0,27.461909836852033,56.22869637162718,27.254877199966664,17.0,59920535552.0,7.88,60.25888324873096,38.927603268322656
LUMN,0,,Communication Services,17997160.329306923,-8.084712183485376,56.244749036416756,-9.55235591817678,44.0,1362014976.0,-11.49,-0.1174934725848564,-26.725701901369018
LUNR,1,,Industrials,4529208.502146402,41.196688622826386,-7.426304616206797,-935.1758104473911,3.0,55513660.0,2.8,0.942857142857143,-35.357781596421056
LUV,1,2.31,Industrials,270310854.7032674,62.66533872684646,8.375617445007249,-151.12245816377043,44.0,18545137664.0,0.81,38.407407407407405,-8.247433939802239
LUXH,0,,Consumer Cyclical,2541076.9886493683,131.69363344264076,0.7832777532013075,157.47974328309786,2.0,158395664.0,-1.04,-4.134615384615384,251.17644839633357
LVS,0,0.8099999999999999,Consumer Cyclical,239085575.03265384,20.542466396100245,35.34980886929682,49.235324595051544,20.0,37397237760.0,0.87,57.05747126436782,2.440849148252458
LW,3,1.3599999999999999,Consumer Defensive,195260749.24886072,12.997650472374433,23.333299480336528,21.689176319286908,8.0,15281775616.0,7.71,13.728923476005187,10.184425782656817
LWLG,0,,Basic Materials,3381810.0,,,,18.0,510796192.0,-0.18,-24.27777777777778,295.1917990980103
LX,1,11.21,Financial Services,1201651.173141003,-7.791494368104546,37.49209823852786,5.5163948682179385,7.0,340508768.0,1.09,1.8990825688073392,-11.300160513832381
LXP,0,5.5999998,Real Estate,19300255.891265865,-1.2569099565971908,33.333737316659835,-16.983957913531984,31.0,2726252544.0,0.17,54.647058823529406,7.917189354096829
LXRX,1,,Healthcare,4272554.730332692,-76.05688964843067,97.3202750573036,-76.0026053626795,24.0,422163232.0,-0.77,-2.2467532467532467,-22.260762717888063
LYB,0,5.35,Basic Materials,146425606.16811115,37.81817903693413,14.77533874616986,66.91231885965311,14.0,30301896704.0,6.99,13.36480686695279,3.1574362159943314
LYEL,1,,Healthcare,2897271.868426005,366.2292939344854,,,3.0,523887488.0,-0.76,-2.736842105263158,-49.630087396538585
LYFT,0,,Technology,148120815.24456024,31.658880460988627,42.082606291609004,37.19385744226916,5.0,4896655360.0,-2.45,-5.085714285714285,-9.252180979326475
LYG,0,5.8500000000000005,Financial Services,17489203.894958496,9.638367707980667,,,23.0,34779127808.0,0.48,4.395833333333333,2.7048589060289614
LYT,0,,Technology,2290842.35309715,,,-921.8194714325673,2.0,4021241.0,-0.06,-1.6500000000000001,-80.52631529414423
LYV,0,,Communication Services,170974979.62417603,201.4572971465511,27.066246882438765,221.9936298250076,19.0,20579536896.0,1.5,59.56666666666666,20.65939231870629
LZ,0,,Industrials,10356367.927042644,14.999766494670052,66.72722458182653,14.020162889539534,3.0,1993979648.0,0.04,265.25,-2.920440208649943
M,0,3.65,Consumer Cyclical,155682757.57083893,3.7504923654276747,38.14996479786495,10.601330236228224,32.0,4971683840.0,2.45,7.404081632653061,6.456659623353363
MA,2,0.6,Financial Services,1056279622.7099609,20.586271113964038,75.93692533161159,21.46882786668093,18.0,411402338304.0,11.45,38.314410480349345,19.583167336858754
MAA,1,4.3899998,Real Estate,144590998.9174398,9.78169788565072,33.64279990624592,20.11075810390436,30.0,16065079296.0,5.0,26.812,13.807858445056999
MAC,2,4.17,Real Estate,25297937.02178955,4.598332783838066,55.11662373491131,3.495747953903916,30.0,3660958720.0,-1.55,-10.52258064516129,-6.803845923871117
MAG,0,,Basic Materials,5840893.698596954,,,10.330578512396693,17.0,963112896.0,0.31,29.96774193548387,15.64290665738971
MAIA,1,,Healthcare,983280.8256912233,,,,2.0,23918958.0,-1.44,-0.9791666666666666,-66.6666677987587
MANU,0,,Communication Services,28747074.051513672,8.758939999510485,,,12.0,3191390208.0,-0.22,-88.9090909090909,5.050912985903883
MAR,2,0.8699999999999999,Consumer Cyclical,324823847.0284017,40.49741843636626,18.652488402439143,77.35420302990781,26.0,69860278272.0,9.44,25.198093220338986,18.68593692050442
MARA,0,,Financial Services,1719643971.951294,1763.5118650174325,-4.647545459817337,-2396.8268933422055,12.0,3484081152.0,-3.08,-5.0811688311688314,351.8951107451593
MARK,0,,Technology,2295027.1487021446,15.286343639491285,22.64364977143758,-35.401320970006466,21.0,8157161.0,-2.15,-0.1812558139534884,3.406149973363381
MAS,2,1.7399999999999998,Industrials,112937504.34326172,10.077712439472087,33.810458261355244,2.714734369339916,44.0,14698080256.0,3.67,17.839237057220707,23.280428131677002
MASI,1,,Healthcare,89930000.0,36.316750229017266,60.73642090865193,19.888459199935006,17.0,6467246592.0,1.63,75.08588957055215,11.170795551691347
MAT,0,,Consumer Cyclical,44381540.83994547,9.26161542462337,47.55699682233493,5.783682926031652,48.0,6301676544.0,0.23,77.56521739130434,15.30927031804074
MATV,0,2.86,Basic Materials,8540801.593602499,42.271091875568786,23.940891712451617,19.81076285930805,29.0,758809792.0,-7.5,-1.8666666666666667,-3.820295688325719
MAXN,0,,Technology,11730441.78064664,14.028347938029839,-3.128275126085145,130.9472434951621,4.0,261261488.0,-3.82,-1.2958115183246075,-30.273311506359935
MBC,0,,Consumer Cyclical,11889513.879954021,15.17422630602855,28.21232943219165,15.742430750286207,2.0,1796217600.0,1.27,11.15748031496063,96.68874180550628
MBI,1,,Financial Services,5199559.8462422695,-24.638699317543157,,,37.0,337520704.0,-7.22,-0.9141274238227146,8.797892799424346
MBLY,0,,Consumer Cyclical,248070326.92952475,39.08918554730343,45.15754471775062,57.48274321910021,2.0,22265806848.0,-0.07,-394.57142857142856,23.559606383317867
MC,0,4.34,Financial Services,29394295.955607098,13.640265276536551,39.49470180285425,11.216015015148951,10.0,3683362816.0,,,16.137375917336374
MCD,2,2.22,Consumer Cyclical,865806241.776123,10.364975760040224,53.971134820138815,16.99196511187543,58.0,217921748992.0,11.33,26.51721094439541,11.124438918497512
MCHP,2,1.76,Technology,494460343.6507669,17.417541912983836,64.0888394849018,21.320778313727686,31.0,49770778624.0,4.56,19.85964912280702,22.525252515520137
MCK,6,0.50999997,Healthcare,351213728.4667969,6.246149892405542,4.935771619628435,1.081214744987776,30.0,64535068672.0,25.27,19.19271863870202,33.64059391116647
MCO,0,0.7900001,Financial Services,263741821.75537115,1.8540595321514752,72.23733552950578,0.8670337081069179,30.0,71361757184.0,8.23,47.380315917375455,27.573139271470986
MCRB,0,,Healthcare,8880117.679958345,120.62415479815793,,,9.0,148645552.0,-1.11,-1.036036036036036,82.53984852843425
MCW,1,,Consumer Cyclical,14306016.666666666,23.740654933412632,66.88890418676802,26.37165306222392,3.0,2754394112.0,0.26,33.730769230769226,-27.8528774645672
MD,1,,Healthcare,7704834.691562653,6.70228710169265,25.483552537146693,2.611388588623603,29.0,809990464.0,1.06,9.09433962264151,-19.881229103570455
MDAI,0,,Healthcare,5013217.911876042,66.46761598530087,44.49758806228993,53.67271695972773,3.0,34871088.0,-1.21,-1.7685950413223142,-36.34369911881171
MDB,2,,Technology,560219968.6726888,44.98288871826768,70.84510476529849,46.750864671765655,7.0,29600753664.0,-2.62,-156.53053435114504,64.45957606837916
MDC,2,3.4299999999999997,Consumer Cyclical,99509948.12441507,21.75526846282587,23.060591757647803,24.81665830518255,44.0,4675290112.0,4.81,13.01871101871102,23.723944156100707
MDLZ,6,2.3,Consumer Defensive,395345310.12369794,8.856419737263899,38.13321860853589,4.125195250423608,23.0,100638547968.0,3.34,22.14071856287425,13.268997639514676
MDRX,0,,Healthcare,17689804.013671875,0.022426299327871213,39.43305668636178,9.52279938836298,25.0,1027043968.0,0.86,10.930232558139535,6.352203694683527
MDT,2,3.26,Healthcare,511881633.8885498,2.6417699150766305,66.56368070690436,1.8870821326289071,51.0,112647954432.0,3.08,27.506493506493506,-0.5170444590212213
MDU,0,2.6400002,Industrials,19223817.90416717,12.719063386160666,17.91411762884522,4.682059342295397,51.0,3856903936.0,2.61,7.256704980842913,4.765376602327476
MDXG,0,,Healthcare,5299813.703842163,3.8747031918844876,83.12685217197742,2.5121185648257383,16.0,1184189824.0,-0.02,-404.5,94.25331394817994
ME,0,,Healthcare,4230509.532185396,0.4900789660023386,46.6912368012008,-0.024532256145000837,4.0,335181856.0,-0.72,-0.9716666666666667,-55.66167997588773
MESA,1,,Industrials,6373085.201206207,-1.0834696245013542,5.429311746485759,939.1596796496042,6.0,45321968.0,-5.55,-0.2,-26.434591080748923
MET,1,2.9899999999999998,Financial Services,264934791.57465616,1.6581637945847827,,,24.0,51576438784.0,-0.4,-174.20000000000002,11.307125335554883
META,2,,Communication Services,6304411951.787518,18.03162837400866,79.90815632644943,16.71428791157797,12.0,1004044353536.0,11.33,34.48367166813769,48.540553249689424
METC,2,2.91,Basic Materials,26994561.072667442,83.69249407648525,28.682249384570877,220.15823897828096,7.0,945521344.0,1.47,12.877551020408163,77.01482240284265
MFA,2,12.3900004,Real Estate,8930072.044245403,-144.98824243234384,,,26.0,1151650816.0,-0.37,-30.540540540540544,-9.797455645924455
MFC,0,5.04,Financial Services,58852794.62623597,-48.43266571846989,,,25.0,39250894848.0,5.21,4.149712092130518,11.051627347753245
MFG,4,3.5000000000000004,Financial Services,2542026.6528924303,4.9488208112207,,,18.0,46513950720.0,0.34,10.794117647058822,3.60471674158829
MGA,0,3.34,Consumer Cyclical,53025785.610961914,7.7104902451830215,13.363376612372887,3.148129908333991,40.0,15835564032.0,3.62,15.196132596685082,7.731273198911802
MGM,0,0.029999999000000003,Consumer Cyclical,189628071.63937885,61.56825089727751,43.488611770680244,105.62654851237758,36.0,14640247808.0,2.98,14.38255033557047,16.448878405842986
MGNI,1,,Communication Services,8398790.091934204,67.27381303670877,56.21313260395065,43.28948058994533,10.0,1273743232.0,-1.67,-5.5329341317365275,60.1620363118742
MGNX,2,,Healthcare,10887705.740826925,37.84838321489203,97.1911011981936,35.03594275272605,11.0,744662976.0,0.81,14.820987654320987,10.232904034901713
MGOL,1,,Communication Services,410501.54915491736,22.89479236460269,56.03142103016044,51.04826474735036,1.0,6747998.0,-0.4,-1.18425,
MGRX,1,,Healthcare,279015.2443615595,,54.256628258194425,,1.0,6328404.0,-0.44,-0.6531818181818182,
MGY,0,2.27,Energy,41347268.44092051,78.1756796774621,60.44508203005446,223.67794364980668,7.0,4198974208.0,2.71,7.48339483394834,30.136553217455692
MHK,0,,Consumer Cyclical,73643061.97840372,11.023209193550587,26.569322086386936,12.262753783608165,32.0,6213472256.0,-8.58,-11.37179487179487,1.3135896056923448
MIGI,0,,Financial Services,2739562.483892441,489.15611555900955,49.9818317611283,1266.8766130813267,12.0,35120316.0,-4.49,-0.4699331848552338,37.782109566027785
MIMO,1,,Communication Services,8723722.400371727,-1.5759257166841178,44.11033899731721,-11.039945758541158,4.0,13584279.0,-0.75,-0.24266666666666667,-73.59282902541852
MINM,1,,Technology,8480738.289690018,3.4148591101112293,28.682172483324862,1.0405671463392552,15.0,5976478.0,-11.29,-0.20106288751107176,-4.66992015264115
MIR,0,,Industrials,7842578.210900625,,,,4.0,2033678720.0,-1.27,-7.346456692913386,4.751962384000845
MIRM,0,,Healthcare,21801976.211624146,,,,5.0,1234812800.0,-4.27,-6.203747072599532,9.050127468369183
MKC,0,2.55,Consumer Defensive,130133976.61183675,6.654726449987058,38.7899179674145,-0.19052385982795683,51.0,17626408960.0,2.4,27.408333333333335,0.7890248862516736
MKFG,0,,Technology,343892.6424026489,18.816322137771902,55.50707764840343,10.994175088279828,4.0,166232096.0,-0.51,-1.6427450980392155,-52.616044253763306
MKSI,2,0.7799999999999999,Technology,75379339.59762573,23.423365097839532,45.13848073554619,21.827655047595364,25.0,7537875456.0,-25.81,-4.366912049593181,18.570228660069656
MLCO,0,,Consumer Cyclical,27735307.064971924,-8.22731043965117,19.35384459595092,64.86091895461799,18.0,3675926784.0,-0.84,-10.011904761904763,-8.22051335515125
MLEC,0,,Healthcare,2472031.698524952,,,,3.0,77479760.0,-1.4,-1.292857142857143,-28.47568046653951
MLGO,0,,Technology,1034645.5626853306,40.172957184205835,34.262476851291694,15.040806846733451,3.0,31686922.0,-0.33,-1.6109090909090906,-57.31960310859985
MLI,0,1.28,Industrials,25496331.924947105,31.41898986242473,22.70062340205334,63.42829207504105,33.0,5312735744.0,5.49,8.524590163934425,34.95829105225808
MLKN,2,2.7999999,Consumer Cyclical,16746840.000000002,20.928593498789517,36.12386114195298,17.43937678881369,44.0,1966093696.0,0.67,40.02985074626866,3.0765844429079694
MLTX,0,,Healthcare,22932385.947469078,,,,4.0,3367457280.0,-1.06,-53.0,156.09799573562475
MMAT,1,,Technology,2137475.2091002455,206.82565818042073,84.46206572454811,157.3736404837858,14.0,32430000.0,-0.79,-0.07278481012658228,-8.441964878161066
MMC,2,1.43,Financial Services,352123799.3652344,9.80643018940085,41.76366863573026,10.67418649561952,51.0,97968480256.0,6.93,28.670995670995673,20.5959645817605
MMM,0,6.4399999999999995,Industrials,422221749.962616,3.3339411820724085,46.35298928271084,-1.5707338055409026,62.0,51522650112.0,-12.63,-7.382422802850355,-9.607549030775825
MMSI,5,,Healthcare,68209020.0,9.297978512335426,43.95985154987422,13.967279684150547,34.0,4613109760.0,1.72,46.44186046511628,13.378169456146168
MMYT,2,,Consumer Cyclical,25493910.779571533,37.67740664176749,76.72748301894501,27.56269324638537,14.0,5223122944.0,0.46,104.1086956521739,17.36172070536575
MNDY,2,,Technology,144636987.21181235,79.84264190540648,86.85492913569642,81.13193673449595,3.0,10124274688.0,-0.27,-776.7037037037037,-3.269684679739836
MNKD,0,,Healthcare,11950524.165172577,24.0276726536802,51.01307554106288,2.9369989722414003,20.0,924642304.0,-0.12,-28.583333333333336,38.72311503257389
MNMD,2,,Healthcare,2259459.1942691803,,,,8.0,149705984.0,-1.87,-1.8983957219251335,1059.187803768868
MNRO,1,3.7699999999999996,Consumer Cyclical,12490434.32085673,2.614865043682746,35.72640208950335,-0.16417141256769296,33.0,964125184.0,1.11,27.62162162162162,-13.257992542508905
MNSO,3,2.0499999,Consumer Cyclical,38592560.58427175,8.655808215972376,31.597200883744424,19.994256989285564,4.0,6602327040.0,0.88,22.840909090909093,11.02480800728892
MNST,0,,Consumer Defensive,308343850.5733236,17.194964135647993,55.21023274187144,8.12285754148252,39.0,57297031168.0,1.48,37.20945945945946,19.537387926276885
